evaluation_type,window_id,attack_id,target_tag,p1_target_tag,method,candidate_action,t,step,predicted_LIT101,predicted_level,safe_low,safe_high,target_low,target_high,predicted_pump_state,predicted_mv101_state,selected
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,8,8,683.3588172816577,683.3588172816577,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,9,9,682.4873747573974,682.4873747573974,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,10,10,681.6159322331372,681.6159322331372,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,11,11,680.7444897088769,680.7444897088769,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,12,12,679.8730471846167,679.8730471846167,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,13,13,679.0016046603564,679.0016046603564,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,14,14,678.1301621360961,678.1301621360961,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,15,15,677.2587196118359,677.2587196118359,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,16,16,676.3872770875756,676.3872770875756,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,17,17,675.5158345633154,675.5158345633154,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,18,18,674.6443920390551,674.6443920390551,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,19,19,673.7729495147948,673.7729495147948,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,20,20,672.9015069905346,672.9015069905346,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,21,21,672.0300644662743,672.0300644662743,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,22,22,671.1586219420141,671.1586219420141,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,23,23,670.2871794177538,670.2871794177538,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,24,24,669.4157368934935,669.4157368934935,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,25,25,668.5442943692333,668.5442943692333,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,26,26,667.672851844973,667.672851844973,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,27,27,666.8014093207128,666.8014093207128,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,28,28,665.9299667964525,665.9299667964525,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,29,29,665.0585242721922,665.0585242721922,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,30,30,664.187081747932,664.187081747932,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,31,31,663.3156392236717,663.3156392236717,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,32,32,662.4441966994115,662.4441966994115,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,33,33,661.5727541751512,661.5727541751512,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,34,34,660.701311650891,660.701311650891,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,35,35,659.8298691266307,659.8298691266307,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,36,36,658.9584266023704,658.9584266023704,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,37,37,658.0869840781102,658.0869840781102,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,38,38,657.2155415538499,657.2155415538499,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,39,39,656.3440990295896,656.3440990295896,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,40,40,655.4726565053294,655.4726565053294,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,41,41,654.6012139810691,654.6012139810691,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,42,42,653.7297714568089,653.7297714568089,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,43,43,652.8583289325486,652.8583289325486,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,44,44,651.9868864082883,651.9868864082883,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,45,45,651.1154438840281,651.1154438840281,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,46,46,650.2440013597678,650.2440013597678,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,47,47,649.3725588355076,649.3725588355076,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,48,48,648.5011163112473,648.5011163112473,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,49,49,647.629673786987,647.629673786987,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,50,50,646.7582312627268,646.7582312627268,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,51,51,645.8867887384665,645.8867887384665,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,52,52,645.0153462142063,645.0153462142063,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,53,53,644.143903689946,644.143903689946,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,54,54,643.2724611656857,643.2724611656857,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,55,55,642.4010186414255,642.4010186414255,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,56,56,641.5295761171652,641.5295761171652,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,57,57,640.658133592905,640.658133592905,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,58,58,639.7866910686447,639.7866910686447,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,RULE_FALLBACK,R5_P1_FALLBACK_CONTROL,59,59,638.9152485443844,638.9152485443844,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,0,0,690.3303574757398,690.3303574757398,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,1,1,689.4589149514795,689.4589149514795,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,2,2,688.5874724272193,688.5874724272193,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,3,3,687.716029902959,687.716029902959,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,4,4,686.8445873786987,686.8445873786987,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,5,5,685.9731448544385,685.9731448544385,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,6,6,685.1017023301782,685.1017023301782,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,7,7,684.230259805918,684.230259805918,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,8,8,683.3588172816577,683.3588172816577,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,9,9,682.4873747573974,682.4873747573974,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,10,10,681.6159322331372,681.6159322331372,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,11,11,680.7444897088769,680.7444897088769,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,12,12,679.8730471846167,679.8730471846167,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,13,13,679.0016046603564,679.0016046603564,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,14,14,678.1301621360961,678.1301621360961,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,15,15,677.2587196118359,677.2587196118359,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,16,16,676.3872770875756,676.3872770875756,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,17,17,675.5158345633154,675.5158345633154,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,18,18,674.6443920390551,674.6443920390551,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,19,19,673.7729495147948,673.7729495147948,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,20,20,672.9015069905346,672.9015069905346,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,21,21,672.0300644662743,672.0300644662743,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,22,22,671.1586219420141,671.1586219420141,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,23,23,670.2871794177538,670.2871794177538,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,24,24,669.4157368934935,669.4157368934935,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,25,25,668.5442943692333,668.5442943692333,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,26,26,667.672851844973,667.672851844973,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,27,27,666.8014093207128,666.8014093207128,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,28,28,665.9299667964525,665.9299667964525,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,29,29,665.0585242721922,665.0585242721922,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,30,30,664.187081747932,664.187081747932,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,31,31,663.3156392236717,663.3156392236717,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,32,32,662.4441966994115,662.4441966994115,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,33,33,661.5727541751512,661.5727541751512,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,34,34,660.701311650891,660.701311650891,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,35,35,659.8298691266307,659.8298691266307,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,36,36,658.9584266023704,658.9584266023704,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,37,37,658.0869840781102,658.0869840781102,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,38,38,657.2155415538499,657.2155415538499,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,39,39,656.3440990295896,656.3440990295896,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,40,40,655.4726565053294,655.4726565053294,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,41,41,654.6012139810691,654.6012139810691,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,42,42,653.7297714568089,653.7297714568089,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,43,43,652.8583289325486,652.8583289325486,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,44,44,651.9868864082883,651.9868864082883,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,45,45,651.1154438840281,651.1154438840281,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,46,46,650.2440013597678,650.2440013597678,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,47,47,649.3725588355076,649.3725588355076,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,48,48,648.5011163112473,648.5011163112473,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,49,49,647.629673786987,647.629673786987,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,50,50,646.7582312627268,646.7582312627268,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,51,51,645.8867887384665,645.8867887384665,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,52,52,645.0153462142063,645.0153462142063,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,53,53,644.143903689946,644.143903689946,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,54,54,643.2724611656857,643.2724611656857,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,55,55,642.4010186414255,642.4010186414255,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,56,56,641.5295761171652,641.5295761171652,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,57,57,640.658133592905,640.658133592905,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,58,58,639.7866910686447,639.7866910686447,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
counterfactual_model_rollout,2,2,P102,P102,PROPOSED,R0_KEEP_CURRENT,59,59,638.9152485443844,638.9152485443844,494.7025,812.6498,515.3887,587.6138,P101=1;P102=0,0,1
